target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
CREB5,ENSG00000146592,0.2469553669,0.2469553669,0.0,0.0,0.0,0.0,0.0,0.0,cAMP responsive element binding protein 5
WASF1,ENSG00000112290,0.24694500000000003,0.0,0.0,0.0,0.0,0.0,0.004,0.24594500000000002,WAS protein family member 1
CAMK1G,ENSG00000008118,0.246739441,0.243139441,0.0,0.0,0.0,0.0,0.014400000000000001,0.0,calcium/calmodulin dependent protein kinase IG
ZNF746,ENSG00000181220,0.2465980003,0.2465980003,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 746
TNNT1,ENSG00000105048,0.24627500000000002,0.0,0.0,0.0,0.0,0.0,0.0776,0.22687500000000002,"troponin T1, slow skeletal type"
EDNRA,ENSG00000151617,0.24615000000000004,0.0,0.0,0.0,0.0,0.0,0.0152,0.24235000000000004,endothelin receptor type A
NPHP3-ACAD11,ENSG00000274810,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,NPHP3-ACAD11 readthrough (NMD candidate)
THEGL,ENSG00000249693,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,theg spermatid protein like
KANTR,ENSG00000232593,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,KDM5C adjacent transcript
SGMS1,ENSG00000198964,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,sphingomyelin synthase 1
SMC5,ENSG00000198887,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,structural maintenance of chromosomes 5
GRK5,ENSG00000198873,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,G protein-coupled receptor kinase 5
MIER1,ENSG00000198160,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,MIER1 transcriptional regulator
SYNGAP1,ENSG00000197283,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,synaptic Ras GTPase activating protein 1
LIPI,ENSG00000188992,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,lipase I
POMK,ENSG00000185900,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,protein-O-mannose kinase
USP18,ENSG00000184979,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ubiquitin specific peptidase 18
TMEM255B,ENSG00000184497,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,transmembrane protein 255B
NRXN1,ENSG00000179915,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,neurexin 1
SCN4B,ENSG00000177098,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,sodium voltage-gated channel beta subunit 4
SGF29,ENSG00000176476,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,SAGA complex associated factor 29
CHRNA7,ENSG00000175344,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,cholinergic receptor nicotinic alpha 7 subunit
SPTBN2,ENSG00000173898,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"spectrin beta, non-erythrocytic 2"
SETMAR,ENSG00000170364,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,SET domain and mariner transposase fusion gene
STX8,ENSG00000170310,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,syntaxin 8
PTPN9,ENSG00000169410,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"protein tyrosine phosphatase, non-receptor type 9"
WDR81,ENSG00000167716,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,WD repeat domain 81
BRD7,ENSG00000166164,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,bromodomain containing 7
KLHDC2,ENSG00000165516,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,kelch domain containing 2
LRR1,ENSG00000165501,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,leucine rich repeat protein 1
PRIMPOL,ENSG00000164306,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,primase and DNA directed polymerase
ITGA2,ENSG00000164171,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,integrin subunit alpha 2
FBXO41,ENSG00000163013,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,F-box protein 41
REL,ENSG00000162924,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"REL proto-oncogene, NF-kB subunit"
MYSM1,ENSG00000162601,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"Myb like, SWIRM and MPN domains 1"
NFIA,ENSG00000162599,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,nuclear factor I A
USP41,ENSG00000161133,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ubiquitin specific peptidase 41
SYNJ1,ENSG00000159082,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,synaptojanin 1
SLC7A7,ENSG00000155465,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,solute carrier family 7 member 7
ANKFN1,ENSG00000153930,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ankyrin repeat and fibronectin type III domain containing 1
KCNJ16,ENSG00000153822,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,potassium voltage-gated channel subfamily J member 16
ANK3,ENSG00000151150,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ankyrin 3
NSD3,ENSG00000147548,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,nuclear receptor binding SET domain protein 3
ADAMTS16,ENSG00000145536,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ADAM metallopeptidase with thrombospondin type 1 motif 16
NOVA1,ENSG00000139910,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,NOVA alternative splicing regulator 1
CLSTN3,ENSG00000139182,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,calsyntenin 3
HERC3,ENSG00000138641,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,HECT and RLD domain containing E3 ubiquitin protein ligase 3
ENTPD1,ENSG00000138185,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ectonucleoside triphosphate diphosphohydrolase 1
CIB2,ENSG00000136425,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,calcium and integrin binding family member 2
CARS2,ENSG00000134905,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"cysteinyl-tRNA synthetase 2, mitochondrial"
DLG4,ENSG00000132535,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,discs large MAGUK scaffold protein 4
SLC7A10,ENSG00000130876,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,solute carrier family 7 member 10
ATP1B2,ENSG00000129244,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ATPase Na+/K+ transporting subunit beta 2
KNSTRN,ENSG00000128944,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,kinetochore localized astrin (SPAG5) binding protein
TWSG1,ENSG00000128791,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,twisted gastrulation BMP signaling modulator 1
HERC2,ENSG00000128731,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,HECT and RLD domain containing E3 ubiquitin protein ligase 2
GAL3ST1,ENSG00000128242,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,galactose-3-O-sulfotransferase 1
CIT,ENSG00000122966,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,citron rho-interacting serine/threonine kinase
PYROXD1,ENSG00000121350,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,pyridine nucleotide-disulphide oxidoreductase domain 1
NPC2,ENSG00000119655,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,NPC intracellular cholesterol transporter 2
SPR,ENSG00000116096,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,sepiapterin reductase
VAX2,ENSG00000116035,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ventral anterior homeobox 2
ECT2,ENSG00000114346,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,epithelial cell transforming 2
NPHP3,ENSG00000113971,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,nephrocystin 3
CPE,ENSG00000109472,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,carboxypeptidase E
IQCE,ENSG00000106012,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,IQ motif containing E
SCN1B,ENSG00000105711,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,sodium voltage-gated channel beta subunit 1
ATP1A3,ENSG00000105409,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,ATPase Na+/K+ transporting subunit alpha 3
STK3,ENSG00000104375,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,serine/threonine kinase 3
DECR1,ENSG00000104325,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"2,4-dienoyl-CoA reductase 1"
LPIN2,ENSG00000101577,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,lipin 2
RTRAF,ENSG00000087302,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,"RNA transcription, translation and transport factor"
CLK1,ENSG00000013441,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,CDC like kinase 1
CYB561,ENSG00000008283,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,cytochrome b561
CACNA1G,ENSG00000006283,0.24594500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24594500000000002,calcium voltage-gated channel subunit alpha1 G
EDN1,ENSG00000078401,0.24586500000000003,0.0,0.0,0.0,0.0,0.0,0.04056,0.23572500000000002,endothelin 1
COL4A5,ENSG00000188153,0.24544500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24544500000000002,collagen type IV alpha 5 chain
MAGI2,ENSG00000187391,0.24544500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24544500000000002,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
ACTN4,ENSG00000130402,0.24544500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24544500000000002,actinin alpha 4
NKX2-8,ENSG00000136327,0.245375,0.0,0.0,0.0,0.0,0.0,0.0,0.245375,NK2 homeobox 8
CHUK,ENSG00000213341,0.24535,0.0,0.0,0.0,0.0,0.0,0.0,0.24535,conserved helix-loop-helix ubiquitous kinase
LPAR4,ENSG00000147145,0.24535,0.0,0.0,0.0,0.0,0.0,0.0,0.24535,lysophosphatidic acid receptor 4
TRIP11,ENSG00000100815,0.24535,0.0,0.0,0.0,0.0,0.0,0.0,0.24535,thyroid hormone receptor interactor 11
COL1A2,ENSG00000164692,0.24521000000000004,0.0,0.0,0.0,0.0,0.0,0.0183,0.24063500000000004,collagen type I alpha 2 chain
COL18A1,ENSG00000182871,0.244935,0.0,0.0,0.0,0.0,0.0,0.0408,0.23473500000000003,collagen type XVIII alpha 1 chain
RPL38,ENSG00000172809,0.24475000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24475000000000002,ribosomal protein L38
COL11A2,ENSG00000204248,0.24425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24425000000000002,collagen type XI alpha 2 chain
WBP2,ENSG00000132471,0.24425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24425000000000002,WW domain binding protein 2
CDKN2D,ENSG00000129355,0.24425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24425000000000002,cyclin dependent kinase inhibitor 2D
NDP,ENSG00000124479,0.24425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24425000000000002,norrin cystine knot growth factor NDP
SLC19A2,ENSG00000117479,0.24425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24425000000000002,solute carrier family 19 member 2
GATA3,ENSG00000107485,0.24425000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24425000000000002,GATA binding protein 3
FSCN2,ENSG00000186765,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,"fascin actin-bundling protein 2, retinal"
SPNS2,ENSG00000183018,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,sphingolipid transporter 2
EPS8L2,ENSG00000177106,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,EPS8 like 2
LOXHD1,ENSG00000167210,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,lipoxygenase homology domains 1
MCPH1,ENSG00000147316,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,microcephalin 1
PITPNM1,ENSG00000110697,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,phosphatidylinositol transfer protein membrane associated 1
CALCA,ENSG00000110680,0.24418000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24418000000000004,calcitonin related polypeptide alpha
PHOX2A,ENSG00000165462,0.24405500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24405500000000002,paired like homeobox 2A
NISCH,ENSG00000010322,0.24405000000000004,0.0,0.0,0.0,0.0,0.0,0.0068000000000000005,0.24235000000000004,nischarin
NF1,ENSG00000196712,0.24403611111111112,0.0,0.0,0.0,0.0,0.0,0.033244444444444445,0.23572500000000002,neurofibromin 1
ITPR2,ENSG00000123104,0.24401482393226268,0.12890030800000002,0.0,0.0,0.0,0.0,0.10610772239036415,0.2,"inositol 1,4,5-trisphosphate receptor type 2"
GDF6,ENSG00000156466,0.243935,0.0,0.0,0.0,0.0,0.0,0.0368,0.23473500000000003,growth differentiation factor 6
TNFSF11,ENSG00000120659,0.24327500000000002,0.0,0.0,0.0,0.0,0.0,0.014,0.23977500000000002,TNF superfamily member 11
CNGA2,ENSG00000183862,0.24319500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24319500000000002,cyclic nucleotide gated channel alpha 2
MKKS,ENSG00000125863,0.24319500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24319500000000002,McKusick-Kaufman syndrome
RBP4,ENSG00000138207,0.2431488833613488,0.0,0.0,0.0,0.0,0.0,0.2431488833613488,0.0,retinol binding protein 4
ATXN1L,ENSG00000224470,0.243035,0.0,0.0,0.0,0.0,0.0,0.0,0.243035,ataxin 1 like
PTCH1,ENSG00000185920,0.243035,0.0,0.0,0.0,0.0,0.0,0.0,0.243035,patched 1
MT-CO1,ENSG00000198804,0.24267000000000002,0.0,0.0,0.0,0.0,0.0,0.045200000000000004,0.23137000000000002,mitochondrially encoded cytochrome c oxidase I
ERCC6,ENSG00000225830,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,"ERCC excision repair 6, chromatin remodeling factor"
CEACAM16,ENSG00000213892,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,carcinoembryonic antigen related cell adhesion molecule 16
PJVK,ENSG00000204311,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,pejvakin
ZNF81,ENSG00000197779,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,zinc finger protein 81
TEAD1,ENSG00000187079,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,TEA domain transcription factor 1
ODF3L2,ENSG00000181781,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,outer dense fiber of sperm tails 3 like 2
PRKRA,ENSG00000180228,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,protein activator of interferon induced protein kinase EIF2AK2
GIPC3,ENSG00000179855,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,GIPC PDZ domain containing family member 3
TGIF1,ENSG00000177426,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,TGFB induced factor homeobox 1
TPRN,ENSG00000176058,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,taperin
ALG10B,ENSG00000175548,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,"ALG10 alpha-1,2-glucosyltransferase B"
LSM1,ENSG00000175324,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,"LSM1 homolog, mRNA degradation associated"
CHRNA9,ENSG00000174343,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,cholinergic receptor nicotinic alpha 9 subunit
SUN1,ENSG00000164828,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,Sad1 and UNC84 domain containing 1
TNFRSF11B,ENSG00000164761,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,TNF receptor superfamily member 11b
PRDM14,ENSG00000147596,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,PR/SET domain 14
USP53,ENSG00000145390,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,ubiquitin specific peptidase 53
ALG10,ENSG00000139133,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,"ALG10 alpha-1,2-glucosyltransferase"
RSAD1,ENSG00000136444,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,radical S-adenosyl methionine domain containing 1
GPSM2,ENSG00000121957,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,G protein signaling modulator 2
ZNF175,ENSG00000105497,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,zinc finger protein 175
CELSR1,ENSG00000075275,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,cadherin EGF LAG seven-pass G-type receptor 1
RNF10,ENSG00000022840,0.24235000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24235000000000004,ring finger protein 10
ANKRD11,ENSG00000167522,0.24213500000000004,0.0,0.0,0.0,0.0,0.0,0.006,0.24063500000000004,ankyrin repeat domain 11
NCOR2,ENSG00000196498,0.241325,0.0,0.0,0.0,0.0,0.0,0.0224,0.23572500000000002,nuclear receptor corepressor 2
DOK7,ENSG00000175920,0.24113000000000004,0.0,0.0,0.0,0.0,0.0,0.18900000000000003,0.19388000000000002,docking protein 7
PNN,ENSG00000100941,0.24102500000000002,0.0,0.0,0.0,0.0,0.0,0.0212,0.23572500000000002,"pinin, desmosome associated protein"
EPHA3,ENSG00000044524,0.24081428500566895,0.0,0.0,0.0,0.0,0.0,0.037457140022675736,0.23145000000000002,EPH receptor A3
DNASE1L2,ENSG00000167968,0.24069500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24069500000000002,deoxyribonuclease 1 like 2
IDUA,ENSG00000127415,0.24063500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24063500000000004,iduronidase alpha-L-
TRAM2,ENSG00000065308,0.24063500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24063500000000004,translocation associated membrane protein 2
PSD3,ENSG00000156011,0.2405985568,0.2405985568,0.0,0.0,0.0,0.0,0.0,0.0,pleckstrin and Sec7 domain containing 3
DYNC2H1,ENSG00000187240,0.24020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24020000000000002,dynein cytoplasmic 2 heavy chain 1
FOXH1,ENSG00000160973,0.24020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24020000000000002,forkhead box H1
OSR1,ENSG00000143867,0.24020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24020000000000002,odd-skipped related transcription factor 1
PCSK6,ENSG00000140479,0.24020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24020000000000002,proprotein convertase subtilisin/kexin type 6
SOS1,ENSG00000115904,0.24020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24020000000000002,SOS Ras/Rac guanine nucleotide exchange factor 1
CC2D2A,ENSG00000048342,0.24020000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24020000000000002,coiled-coil and C2 domain containing 2A
TRIM37,ENSG00000108395,0.24019000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.24019000000000001,tripartite motif containing 37
PRRT2,ENSG00000167371,0.23972500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23972500000000002,proline rich transmembrane protein 2
DTNA,ENSG00000134769,0.23933000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.23933000000000004,dystrobrevin alpha
ALMS1,ENSG00000116127,0.23932500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.23932500000000004,ALMS1 centrosome and basal body associated protein
VCAN,ENSG00000038427,0.239325,0.0,0.0,0.0,0.0,0.0,0.014400000000000001,0.23572500000000002,versican
TBC1D1,ENSG00000065882,0.2393247456,0.2393247456,0.0,0.0,0.0,0.0,0.0,0.0,TBC1 domain family member 1
NFATC3,ENSG00000072736,0.23896000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.23896000000000003,nuclear factor of activated T cells 3
DUOX2,ENSG00000140279,0.23894000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.23894000000000004,dual oxidase 2
HPN,ENSG00000105707,0.23894000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.23894000000000004,hepsin
DCHS1,ENSG00000166341,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.2389,dachsous cadherin-related 1
HSD17B7,ENSG00000132196,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.2389,hydroxysteroid 17-beta dehydrogenase 7
MAML1,ENSG00000161021,0.23855500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23855500000000002,mastermind like transcriptional coactivator 1
ERCC8,ENSG00000049167,0.2383460834278156,0.0,0.0,0.0,0.0,0.0,0.17786433371126234,0.19388000000000002,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
MORN2,ENSG00000188010,0.2378558006,0.2378558006,0.0,0.0,0.0,0.0,0.0,0.0,MORN repeat containing 2
STIM2,ENSG00000109689,0.237127415025,0.1729896601,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,stromal interaction molecule 2
CACNA1S,ENSG00000081248,0.23685000000000003,0.0,0.0,0.0,0.0,0.0,0.0148,0.23315000000000002,calcium voltage-gated channel subunit alpha1 S
DNAAF4,ENSG00000256061,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,dynein axonemal assembly factor 4
QRICH1,ENSG00000198218,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,glutamine rich 1
EVL,ENSG00000196405,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,Enah/Vasp-like
RIPPLY3,ENSG00000183145,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,ripply transcriptional repressor 3
FES,ENSG00000182511,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,"FES proto-oncogene, tyrosine kinase"
ZNF366,ENSG00000178175,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,zinc finger protein 366
HEG1,ENSG00000173706,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,heart development protein with EGF like domains 1
HIC2,ENSG00000169635,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,HIC ZBTB transcriptional repressor 2
TCTN2,ENSG00000168778,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,tectonic family member 2
DCTN5,ENSG00000166847,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,dynactin subunit 5
MAPK7,ENSG00000166484,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,mitogen-activated protein kinase 7
ANKS6,ENSG00000165138,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,ankyrin repeat and sterile alpha motif domain containing 6
C9orf116,ENSG00000160345,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,chromosome 9 open reading frame 116
OTUD6B,ENSG00000155100,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,OTU domain containing 6B
MMP21,ENSG00000154485,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,matrix metallopeptidase 21
HHEX,ENSG00000152804,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,hematopoietically expressed homeobox
GPC3,ENSG00000147257,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,glypican 3
MEIS1,ENSG00000143995,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,Meis homeobox 1
LIN28A,ENSG00000131914,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,lin-28 homolog A
NFATC1,ENSG00000131196,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,nuclear factor of activated T cells 1
CASZ1,ENSG00000130940,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,castor zinc finger 1
PLVAP,ENSG00000130300,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,plasmalemma vesicle associated protein
SOX4,ENSG00000124766,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,SRY-box 4
PEPD,ENSG00000124299,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,peptidase D
DAW1,ENSG00000123977,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,dynein assembly factor with WD repeats 1
BICC1,ENSG00000122870,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,BicC family RNA binding protein 1
DNAI1,ENSG00000122735,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,dynein axonemal intermediate chain 1
WDR11,ENSG00000120008,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,WD repeat domain 11
ARID1A,ENSG00000117713,0.23572500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23572500000000002,AT-rich interaction domain 1A
